id,listing_url,scrape_id,last_scraped,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_since_year
49718547,https://www.airbnb.com/rooms/49718547,20211205213202,2021-12-06,Private bedroom in Historic Downtown LA.,"All basic utilities provided.<br />The best rooftop to hang and drink and work. Even shoot pics and/or film.<br /><br /><b>The space</b><br />As deep in downtown LA as you can ever be. This is the hipster part of downtown LA.  Night life, art walk event, bars, fashion, etc<br /><br /><b>Guest access</b><br />Parking is hard but no need for car in downtown LA. Live/work/play<br /><br /><b>Other things to note</b><br />This is downtown and it can get loud just like any big city does. Please be able to deal with ambulances and some random homeless yelling unexpectedly. However, you will get used to the noice after a few nights. Please bring your own ear plugs if you are new to a big city.","Historic downtown Los Angeles <br />Art Walk event is here in the center. Gallery Row, jewelry center and Spring Street bar scene. LA Cafe and the most popular bars are literally downstairs.",https://a0.muscache.com/pictures/4a10aa38-5e21-40e7-b6cf-38fd3c91a675.jpg,362990574,https://www.airbnb.com/users/show/362990574,Ignacio,2020-08-17,"Los Angeles, California, United States","Long time Downtown resident and small investor. I own two lofts and I share them with visitors from all over the word. Prefer long term tenants. 

Friendly, multi-cultural, great cook, beer drinker and overall good decent person that can show you around DTLA or leave you alone. ",,,50%,f,https://a0.muscache.com/im/pictures/user/ab75cd66-4ead-4537-b573-ef61141376aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ab75cd66-4ead-4537-b573-ef61141376aa.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,1.0,1.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04385,-118.25353,Private room in loft,Private room,2,,1 shared bath,1.0,1.0,"[""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Private entrance"", ""Hair dryer"", ""Elevator"", ""Breakfast"", ""Iron"", ""Smoke alarm"", ""Security cameras on property"", ""Heating"", ""Air conditioning"", ""Extra pillows and blankets"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Cleaning products"", ""Hangers"", ""Lock on bedroom door"", ""Building staff"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen""]",$90.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,28,58,88,363,2021-12-06,0,0,0,,,,,,,,,,,f,2,0,2,0,,2020
49754938,https://www.airbnb.com/rooms/49754938,20211205213202,2021-12-06,Beautiful 2 BD 2BA Condo - DTLA,"Beautiful large 2 bedroom, 2 bathroom Condo in amazing downtown Los Angeles location. Nice Views, Wonderful Lighting, Full Kitchen, Free Super fast WiFi, 100% No Smoking...<br /><br /><b>The space</b><br />*This is brand new and priced low until more reviews.  The address given is approximate area to show downtown not the exact location.  The location is Downtown Los Angeles.  5 minute drive to LA Live, Staples Center, Nokia Center, 110 Freeway.<br /><br />FEATURES<br /><br />- Entire Condo<br />- Free super fast wifi <br />- Excellent Central Downtown Los Angeles location<br />- 2 Bed<br />- 2 Full Bath<br />- 2 Queen Beds<br />- Central AC and Heat<br />- 55"" Smart TV<br />- Smart TV in each bedroom<br />- Excellent central location in DTLA.  Perfect base for exploring all the attractions, sights, museums, shopping, dining, entertainment in downtown Los Angeles<br />- Approximately 5 minute drive to LA Live, Staples Center, Nokia Theater, 110 Freeway","Downtown Los Angeles. 5 minutes to Staples Center, 110 Freeway, LA Live, Nokia Center, Museums, Shopping, Restaurants,Sights and attractions.  Excellent central base to explore all of DTLA.",https://a0.muscache.com/pictures/c95eb70a-79cc-4671-80e5-3c7c1270ff48.jpg,166069115,https://www.airbnb.com/users/show/166069115,Kelly,2018-01-05,"Los Angeles, California, United States","Hello
I look forward to hosting you.  I  am a vegan and enjoy  tea, reading, writing, politics, and chess.   I love mystery novels in particular.  I enjoy classic movies and popcorn.  Condition provided is what I would enjoy if I were traveling for business or leisure.  ",within an hour,100%,71%,f,https://a0.muscache.com/im/pictures/user/df903006-b67f-48e6-9c28-203785e3bd34.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df903006-b67f-48e6-9c28-203785e3bd34.jpg?aki_policy=profile_x_medium,Hackney,22.0,22.0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04069,-118.25949,Entire condominium (condo),Entire home/apt,3,,2 baths,2.0,2.0,"[""Shampoo"", ""Dishes and silverware"", ""TV"", ""Bed linens"", ""Stove"", ""Oven"", ""Baking sheet"", ""Refrigerator"", ""Dryer"", ""Dining table"", ""Hot water"", ""Washer"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Cooking basics"", ""Hot water kettle"", ""Dishwasher"", ""Iron"", ""Smoke alarm"", ""Single level home"", ""Heating"", ""Coffee maker"", ""Toaster"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Freezer"", ""Clothing storage: closet"", ""Hangers"", ""Dedicated workspace"", ""Bathtub"", ""Carbon monoxide alarm"", ""Kitchen""]",$159.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,3,18,34,301,2021-12-06,42,42,9,2021-05-18,2021-11-25,4.38,4.36,4.71,4.0,4.38,4.24,4.52,,f,11,11,0,0,6.21,2018
49755898,https://www.airbnb.com/rooms/49755898,20211205213202,2021-12-06,Lavish mid century studio near Staples Convention~,,,https://a0.muscache.com/pictures/527077bb-a24b-4f06-a405-ffd02eed0028.jpg,3010467,https://www.airbnb.com/users/show/3010467,Maxim,2012-07-21,"Los Angeles, California, United States","I was born in Kazakhstan, raised in Russia, studied in Germany, worked in Seychelles, currently living in LA. My biggest passion is yachting, I am a part-time sailor (and a full-time pirate!), that's why I moved to the United States together with my partner. Previously I used to be a white collar working in financial consulting, commercial real estate brokerage and finally in hospitality business.

I like music, yoga and healthy lifestyle, various sports like snowboarding, ice-skating, longboarding, cycling, and I also enjoy traveling. I have been both a host and guest through Airbnb and had a great experience so far!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/89d97fc2-7b6b-43e4-b9f0-45ebe70e567e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89d97fc2-7b6b-43e4-b9f0-45ebe70e567e.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,9.0,9.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Downtown,City of Los Angeles,34.03874,-118.26274,Room in boutique hotel,Private room,2,,1 bath,,1.0,"[""Paid parking garage off premises"", ""Shampoo"", ""Shower gel"", ""TV"", ""Bed linens"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Refrigerator"", ""Mosquito net"", ""Dryer"", ""Dining table"", ""Hot water"", ""Washer"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Trash compactor"", ""Cooking basics"", ""Wine glasses"", ""Hot water kettle"", ""Dishwasher"", ""Iron"", ""Smoke alarm"", ""Shared gym in building"", ""BBQ grill"", ""Room-darkening shades"", ""Kitchen"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Toaster"", ""Air conditioning"", ""Extra pillows and blankets"", ""Backyard"", ""Essentials"", ""Body soap"", ""Wifi"", ""Cleaning products"", ""Freezer"", ""Shared hot tub"", ""Clothing storage: closet"", ""Hangers"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Shared outdoor heated pool"", ""Conditioner"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Bathtub""]",$152.00,1,5,1.0,4.0,5.0,5.0,1.1,5.0,,t,20,47,47,47,2021-12-06,30,30,6,2021-09-13,2021-11-22,4.9,4.83,4.77,4.57,4.97,4.8,4.8,,f,8,7,1,0,10.59,2012
49759161,https://www.airbnb.com/rooms/49759161,20211205213202,2021-12-06,Loft in Downtown LA@ Staples & Convention Center~,,,https://a0.muscache.com/pictures/9a0b6e5d-6b1c-439f-bee1-978af84e714d.jpg,3010467,https://www.airbnb.com/users/show/3010467,Maxim,2012-07-21,"Los Angeles, California, United States","I was born in Kazakhstan, raised in Russia, studied in Germany, worked in Seychelles, currently living in LA. My biggest passion is yachting, I am a part-time sailor (and a full-time pirate!), that's why I moved to the United States together with my partner. Previously I used to be a white collar working in financial consulting, commercial real estate brokerage and finally in hospitality business.

I like music, yoga and healthy lifestyle, various sports like snowboarding, ice-skating, longboarding, cycling, and I also enjoy traveling. I have been both a host and guest through Airbnb and had a great experience so far!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/89d97fc2-7b6b-43e4-b9f0-45ebe70e567e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89d97fc2-7b6b-43e4-b9f0-45ebe70e567e.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,9.0,9.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,,Downtown,City of Los Angeles,34.04037,-118.26323,Entire loft,Entire home/apt,2,,1 bath,,1.0,"[""Shampoo"", ""Dishes and silverware"", ""TV"", ""Oven"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Cooking basics"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen""]",$153.00,1,5,1.0,4.0,1125.0,1125.0,1.1,1125.0,,t,18,43,43,43,2021-12-06,49,49,5,2021-09-09,2021-11-22,4.65,4.73,4.8,4.49,4.8,4.76,4.65,,f,8,7,1,0,16.52,2012
49771809,https://www.airbnb.com/rooms/49771809,20211205213202,2021-12-05,✥STYLE✥Downtown LA- Free Parking!30+Nights,"Welcome to your open and sunny 1 bedroom 1 bath well designed and cleaned suite in the heart of Downtown Los Angeles. Located in the Financial District and minutes away from the Staples Center, LA Live, Santee Alley, Music Center, and many other attractions. <br /><br />♕ 1 assigned free parking space<br />♕ An open layout of 700 sq. ft. of space<br />♕ In-unit washer + dryer<br />♕ Food Market on-site <br />♕ Pool, hot tub, & Gym - Closed due to Covid<br /><br /><b>The space</b><br />Being centrally located makes our place an ideal accommodation for professionals, families, and travelers.<br /><br />♕In driving distance to <br />-LAX -  18 miles (30 minutes) <br />-Staples Center - 1.3 miles (7 minutes)<br />-Santa Monica Beach - 16.1 miles (30 minutes)<br />-Universal Studios - 9.8 miles (37 minutes)<br />-Six Flags Magic Mountain 41.2 miles (52 minutes )<br />-USC - 4.3 miles (12 minutes) <br />-UCLA - 11.4 miles (40 minutes)<br />*Time is subject to change during traffic hours*<br ",,https://a0.muscache.com/pictures/f374c329-a326-4699-822d-77504de492b6.jpg,3526596,https://www.airbnb.com/users/show/3526596,Wanderful Stays,2012-09-10,"Los Angeles, California, United States","View all of our properties here    
www.airbnb.com/p/wanderfulstays

We are a team that loves traveling as much as we enjoy creating spaces for others to enjoy. We aim to create wonderful experiences with every space. Guests should feel at home and inspired rather than confined in a cookie cutter box setting - after all it is your home away from home.
 Our priority is to always be available around the clock and provide as much information and assistance as possible, all the things we value when traveling somewhere new. We look forward to welcoming you to wonderful spaces you can wander to and stay awhile!
",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/345bd409-932a-400f-b869-e260137fa68d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/345bd409-932a-400f-b869-e260137fa68d.jpg?aki_policy=profile_x_medium,Long Beach,10.0,10.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,,Downtown,City of Los Angeles,34.05587,-118.25279,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,"[""Free parking on premises"", ""Shampoo"", ""Beach essentials"", ""Dishes and silverware"", ""TV"", ""Bed linens"", ""Baking sheet"", ""Refrigerator"", ""Dryer"", ""Dining table"", ""Hot water"", ""Washer"", ""Microwave"", ""Lockbox"", ""Private entrance"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Wine glasses"", ""Dishwasher"", ""Iron"", ""Smoke alarm"", ""Stainless steel gas stove"", ""Security cameras on property"", ""Board games"", ""Kitchen"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Toaster"", ""Air conditioning"", ""Extra pillows and blankets"", ""Essentials"", ""Stainless steel oven"", ""Body soap"", ""Wifi"", ""Long term stays allowed"", ""Cleaning products"", ""Freezer"", ""Clothing storage: closet"", ""Hangers"", ""Dedicated workspace"", ""Hot tub"", ""Conditioner"", ""Carbon monoxide alarm"", ""Bathtub""]",$185.00,30,35,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,0,0,2021-12-05,15,15,0,2021-07-20,2021-09-02,4.8,5.0,4.93,4.53,4.93,4.67,4.6,Exempt - This listing is a transient occupancy residential structure,t,4,4,0,0,3.24,2012
49799277,https://www.airbnb.com/rooms/49799277,20211205213202,2021-12-06,"BRAND NEW DTLA CONDO W/ ROOFTOP POOL, FREE PARKING","BEAUTIFUL 1 BEDROOM 1 BATHROOM CONDO UNIT WITH ROOFTOP POOL & GYM! Fully furnished and stocked kitchen & bathroom in the Heart of Downtown Los Angeles! Very short walking distance to Staples Center, Fashion District,  Flower mart, next door to Ace Hotel and surrounded by so many restaurants! There is a liquor store and a CVS across the street. There is one secured parking space included.<br /><br />This condo is the perfect place to book if you're looking for a relaxing stay with many things to do around!",,https://a0.muscache.com/pictures/miso/Hosting-49799277/original/d6e75bca-9891-4970-a1d3-781c9ab811c1.jpeg,15030929,https://www.airbnb.com/users/show/15030929,Pauline,2014-05-02,"Los Angeles, California, United States",,,,,f,https://a0.muscache.com/im/pictures/user/10c71d03-0f21-4985-8e2c-a952bdd63511.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/10c71d03-0f21-4985-8e2c-a952bdd63511.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,0.0,0.0,"['email', 'phone', 'reviews', 'kba']",t,t,,Downtown,City of Los Angeles,34.04213,-118.25591,Entire condominium (condo),Entire home/apt,3,,1 bath,1.0,2.0,"[""Free parking on premises"", ""Shampoo"", ""TV"", ""Shared pool"", ""Dryer"", ""Washer"", ""Elevator"", ""Cooking basics"", ""Gym"", ""Smoke alarm"", ""Outdoor furniture"", ""Heating"", ""First aid kit"", ""Air conditioning"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Shared hot tub"", ""Hangers"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Kitchen""]",$150.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,0,0,5,95,2021-12-06,3,3,1,2021-08-09,2021-11-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,1,1,0,0,0.75,2014
49834847,https://www.airbnb.com/rooms/49834847,20211205213202,2021-12-07,LUXURY ROOM Downtown La-free-parking pool jacuzzi,"It is located in a condominium in the heart of downtown. My place is a apartament with 2 rooms (one room is for guests and the other for me) is near chinatown, little Tokyo, union station, dodgers stadium, staple center, LA live,  La convention center, Walt Disney concert, Pershing square, schools : FIDM, USC, CSULA, Echo park, major freeways, minutes from Hollywood.<br /><br /><b>The space</b><br />Bedroom<br />A fully made Queen-size bed, internet provide comfort and convenience. A closet with hangers and nightstand for you clothes and personal belong gongs.<br /><br />Bathroom <br />Toilet, tub/shower & sink. Clean linens, towels, as well as complementary soap and shampoos are provided. The bathroom is private. <br /><br />Living room <br />Shared living room and full kitchen. Refrigerator, Stove, dishwasher, cupboard, shelves provided, microwave , air fryer, ovens.<br /><br />Cleaning <br />The apartament is professional y cleaned for each guest.<br /><br />Location <br />This apar",Staple center<br />Downtown LA<br />Walt Disney concert hall<br />Dodger stadium <br />LA live<br />LA Phil <br />Metro<br />Union station <br />The broad museum <br />Restaurants<br />Malls <br />Little Tokio  <br />Bars  <br />Cvs<br />Subway <br />Burguér king <br />Jack in the box<br />Etc,https://a0.muscache.com/pictures/d067f51f-38f4-4967-b7b8-e7f16828b8ad.jpg,81780344,https://www.airbnb.com/users/show/81780344,Sindy,2016-07-05,"Los Angeles, California, United States",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/bc9de562-8398-4f80-acee-f3f7e23121da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bc9de562-8398-4f80-acee-f3f7e23121da.jpg?aki_policy=profile_x_medium,Central LA,2.0,2.0,"['phone', 'facebook', 'offline_government_id', 'selfie', 'government_id']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.06125,-118.24574,Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,"[""Dedicated workspace"", ""Long term stays allowed"", ""Host greets you"", ""TV"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Carbon monoxide alarm"", ""Iron"", ""Hot water"", ""Free parking on premises"", ""Air conditioning"", ""Pool"", ""Heating"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hot tub"", ""Stove"", ""Smoke alarm"", ""Cleaning products"", ""Cooking basics"", ""Elevator"", ""Dishes and silverware"", ""Wifi"", ""Gym""]",$120.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,29,59,89,89,2021-12-07,9,9,0,2021-05-27,2021-07-19,5.0,5.0,4.89,5.0,5.0,5.0,4.89,Exempt - This listing is a transient occupancy residential structure,f,1,0,1,0,1.38,2016
49850140,https://www.airbnb.com/rooms/49850140,20211205213202,2021-12-06,Spacious 1br Apt w/sofa bed Luxury,<b>License number</b><br />Exempt - This listing is a transient occupancy residential structure,,https://a0.muscache.com/pictures/8d38264d-3cc4-46ac-89fa-c85548717e89.jpg,301546148,https://www.airbnb.com/users/show/301546148,Kevin,2019-10-10,"Queens, New York, United States","Set your goals
Understand the obstacles 
Create a positive mental picture
Clear your mind 
Embrace the challenge 
Stay on track
Show the Workd you can do it ",within a few hours,100%,81%,t,https://a0.muscache.com/im/pictures/user/5e87a5fc-b5f6-480b-872d-25d6ed325cca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5e87a5fc-b5f6-480b-872d-25d6ed325cca.jpg?aki_policy=profile_x_medium,Central LA,3.0,3.0,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,,Downtown,City of Los Angeles,34.06143,-118.2449,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,"[""Shampoo"", ""TV"", ""Dryer"", ""Hot water"", ""Washer"", ""Private entrance"", ""Elevator"", ""Gym"", ""Smoke alarm"", ""Heating"", ""First aid kit"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Free street parking"", ""Fire extinguisher"", ""Kitchen""]",$105.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,0,21,51,326,2021-12-06,2,2,0,2021-07-01,2021-09-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt - This listing is a transient occupancy residential structure,f,3,3,0,0,0.38,2019
49884736,https://www.airbnb.com/rooms/49884736,20211205213202,2021-12-06,BNB Favorite! Summertime Fun in DTLA_Free Parking!,"Experience Resort style living in the Downtown LA, equipped like a real home. 2 FREE Safe Parking Spaces in gated garage! Walk to all the attractions in DTLA LA. LA LIVE & Staple Center is a 6 minute walk! LA Convention Center 7mins away! MessageMeAboutShortTermStays1To7days NBA LAKERS or CLIPPERS game stay here! We are minutes away from the RAMS, CHARGERS, USC and DODGER Stadium! FIDM & USC are close by! You can walk to The clubs & bars. We have towels, full kitchen, body wash, & beach equip!<br /><br /><b>The space</b><br />The condo is fully equipped for a comfortable stay in downtown LA! Fast Wifi for business needs! Free Netflix, Hulu, Amazon Prime, Hulu!  We provide towels, sheets, shampoo and conditioner, soap, fully equipped kitchen to cook a family meal, washer and dryer, cards, jenga, and board games for game night! We even gift you a bottle of wine or two along with some tasty snacks! This condo is perfect for big groups! It has Queen size beds in each room, a queen size sof","Like stated the condo is walking distance to all downtown attractions ...Staple Center where Lebron & the LAKERS play, LA Live where there's numerous restuarants and Microsoft Center and Nokia Theater, LA Convention Center, Art Walk, USC Campus, FIDM Fashion school, LA Superior Courthouses, Major hotels for conferences and all of the Night Clubs and bars are close by! You can see and walk to 7th and Fig mall where there is a Target, Zara, Macy's, Victoria Secrets, Food courts, and grocery store! Look at the pictures!",https://a0.muscache.com/pictures/f3bcddbf-bad6-45af-8384-ceef60573b48.jpg,13621311,https://www.airbnb.com/users/show/13621311,Scozy,2014-03-28,"Los Angeles, California, United States","I have been an airbnb host for 7 years now and most of those a Superhost. I know what it takes to make sure your trip is amazing so I equipped all of my properties as if they were an actual home. There's nothing your would need to bring with you! I love to travel and have deep passion for culture. I've been all over the world to France, Brazil, the Ivory Coast, Africa, Panama, Puerto RIco, Jamaica and many other beautiful places.  I'm the last of seven kids. I believe you only live once and life is about experiences. I also believe that God made this beautiful planet to be discovered and enjoyed. That's exactly what I'm gonna do and also help you do too!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/96e4b7ad-9aeb-43ed-b8da-7073ba827e18.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/96e4b7ad-9aeb-43ed-b8da-7073ba827e18.jpg?aki_policy=profile_x_medium,North Hollywood,6.0,6.0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Los Angeles, California, United States",Downtown,City of Los Angeles,34.04723,-118.26041,Entire condominium (condo),Entire home/apt,7,,2 baths,2.0,3.0,"[""Free parking on premises"", ""Children\u2019s books and toys"", ""Shampoo"", ""Beach essentials"", ""Shower gel"", ""Dishes and silverware"", ""Bed linens"", ""TV with standard cable"", ""Stove"", ""Oven"", ""Baking sheet"", ""Refrigerator"", ""Dryer"", ""Portable fans"", ""Hot water"", ""Dining table"", ""EV charger"", ""Washer"", ""Microwave"", ""Private entrance"", ""Hair dryer"", ""Cooking basics"", ""Elevator"", ""Wine glasses"", ""Hot water kettle"", ""Dishwasher"", ""Iron"", ""Gym"", ""Smoke alarm"", ""Paid parking on premises"", ""Sauna"", ""BBQ grill"", ""Outdoor furniture"", ""Room-darkening shades"", ""Board games"", ""Laundromat nearby"", ""Single level home"", ""Kitchen"", ""Ethernet connection"", ""Heating"", ""First aid kit"", ""Coffee maker"", ""Paid parking off premises"", ""Host greets you"", ""Cable TV"", ""Toaster"", ""Air conditioning"", ""Extra pillows and blankets"", ""Game console"", ""Essentials"", ""Backyard"", ""Pool"", ""Body soap"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage"", ""Freezer"", ""Hangers"", ""Dedicated workspace"", ""Hot tub"", ""Conditioner"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free street parking"", ""Babysitter recommendations"", ""Pour-over coffee"", ""Fire extinguisher"", ""Bathtub""]",$214.00,30,60,30.0,30.0,1125.0,1125.0,30.0,1125.0,,t,30,60,90,270,2021-12-06,11,11,1,2021-06-01,2021-11-22,4.73,4.73,4.36,4.64,4.82,5.0,4.55,Exempt - This listing is a transient occupancy residential structure,t,10,8,2,0,1.75,2014
49912165,https://www.airbnb.com/rooms/49912165,20211205213202,2021-12-06,"CHIC MODERN LOFT, CLEAN","Resort living located in the heart of Downtown in Los Angeles. This luxury 1 bed apartment LOFT gives you the California experience like no other. Steps away from the Grammy Museum and LA, and top shops & restaurants. Take a short drive to all the major attractions, and famous California beaches! After a busy day of seeing this beautiful city, retreat back to your apartment for some relaxation. Professionally cleaned to abide by all CDC cleaning guidelines<br /><br /><b>License number</b><br />HSR19-001046",,https://a0.muscache.com/pictures/cfad05f9-3171-4772-9902-a50ddb591b1c.jpg,24271549,https://www.airbnb.com/users/show/24271549,Matt,2014-11-28,"Los Angeles, California, United States",Airbnb enthusiasts ,,,,f,https://a0.muscache.com/im/pictures/user/f22697b8-dbac-4769-ba42-04dbb444c343.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f22697b8-dbac-4769-ba42-04dbb444c343.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,14.0,14.0,"['email', 'phone', 'reviews', 'kba']",t,t,,Downtown,City of Los Angeles,34.04205,-118.26366,Entire rental unit,Entire home/apt,5,,1 bath,1.0,1.0,"[""Free parking on premises"", ""Shampoo"", ""Dishes and silverware"", ""TV"", ""Refrigerator"", ""Dryer"", ""Hot water"", ""Washer"", ""Microwave"", ""Lockbox"", ""Elevator"", ""Hair dryer"", ""Cooking basics"", ""Gym"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Coffee maker"", ""First aid kit"", ""Paid parking off premises"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Free street parking"", ""Fire extinguisher"", ""Kitchen""]",$206.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,30,55,80,344,2021-12-06,22,22,1,2021-07-11,2021-11-13,4.55,4.55,4.55,4.64,4.82,4.73,4.27,HSR19-001046,t,9,9,0,0,4.43,2014
49929989,https://www.airbnb.com/rooms/49929989,20211205213202,2021-12-06,Modern Getaway| Bright Loft,<b>License number</b><br />Exempt - This listing is a bed and breakfast,,https://a0.muscache.com/pictures/cb070db3-1836-45da-960d-3fd9caa81a71.jpg,250740165,https://www.airbnb.com/users/show/250740165,Eric,2019-03-23,"Los Angeles, California, United States","Hi I’m Eric, Traveling Filmmaker & entrepreneur. Good Vibes Only!",,,100%,f,https://a0.muscache.com/im/pictures/user/ad4090c9-093a-4f1c-b840-515ae5d7710f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ad4090c9-093a-4f1c-b840-515ae5d7710f.jpg?aki_policy=profile_x_medium,Downtown Los Angeles,1.0,1.0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,t,,Downtown,City of Los Angeles,34.04386,-118.25193,Private room in bed and breakfast,Private room,3,,1 private bath,,1.0,"[""Shampoo"", ""TV"", ""Dryer"", ""Hot water"", ""Washer"", ""Private entrance"", ""Elevator"", ""Gym"", ""Iron"", ""Smoke alarm"", ""Heating"", ""Air conditioning"", ""Pool"", ""Essentials"", ""Wifi"", ""Long term stays allowed"", ""Hangers"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Hot tub"", ""Kitchen""]",$185.00,30,365,30.0,30.0,365.0,365.0,30.0,365.0,,t,29,59,89,364,2021-12-06,1,1,0,2021-06-16,2021-06-16,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Exempt - This listing is a bed and breakfast,t,1,0,1,0,0.17,2019
