ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-748847,2,02/11/2021 08:32,02/11/2021 09:11,34.019822,-118.238908,34.02109,-118.239455,0.093,Slow traffic from S Santa Fe Ave to I-10 E due to accident.,1864, E Washington Blvd,R,Los Angeles,Los Angeles,CA,90021-3128,US,US/Pacific,KCQT,02/11/2021 08:17,55,55,93,29.97,1,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-751100,2,23/10/2021 10:20,23/10/2021 13:13,34.117057,-118.269198,34.120648,-118.271113,0.271,Stationary traffic from exit [141A] to I-5 S due to accident.,,Golden State Fwy N,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,23/10/2021 09:52,63,63,81,29.72,4,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-751177,2,25/06/2021 11:22,25/06/2021 19:25,34.033724,-118.436737,34.005413,-118.413277,2.373,Slow traffic on San Diego Fwy S - I-405 S from exit [53] to exit [50B] due to accident.,,I-405 S,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,25/06/2021 11:51,69,69,68,29.76,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-752393,2,21/11/2021 09:49,21/11/2021 11:53,34.045442,-118.317722,34.042696,-118.317708,0.19,Slow traffic from W Olympic Blvd (Arlington Ave) to I-10 (Arlington Ave) due to accident.,1512, Arlington Ave,L,Los Angeles,Los Angeles,CA,90019-4552,US,US/Pacific,KCQT,21/11/2021 09:52,74,74,37,29.9,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-752399,2,07/08/2021 13:19,07/08/2021 20:02,34.033884,-118.356879,34.035748,-118.323624,1.908,Slow traffic on Santa Monica Fwy E - I-10 E from Washington Blvd (I-10) to Arlington Ave (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90016,US,US/Pacific,KSMO,07/08/2021 12:51,72,72,66,29.76,10,SW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-752498,2,14/09/2021 14:16,14/09/2021 16:27,34.040057,-118.43773,34.040223,-118.437869,0.014,Accident from W Pico Blvd (Sepulveda Blvd/CA-1) to CA-2/Santa Monica Blvd (Sepulveda Blvd/CA-1).,2205, S Sepulveda Blvd,R,Los Angeles,Los Angeles,CA,90064-1811,US,US/Pacific,KSMO,14/09/2021 13:51,69,69,65,29.73,7,WSW,6,0,Fair,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-753051,2,13/08/2021 18:49,13/08/2021 21:12,33.96002,-118.283563,33.960009,-118.28198,0.091,Slow traffic from S Hoover St (Manchester Ave) to I-110/Harbor Fwy (Manchester Ave) due to accident.,516, W Manchester Ave,L,Los Angeles,Los Angeles,CA,90044-5746,US,US/Pacific,KHHR,13/08/2021 18:53,73,73,66,29.95,10,W,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-753061,2,16/06/2021 15:31,16/06/2021 18:16,34.027821,-118.427498,34.02689,-118.428274,0.078,Stationary traffic from S Bentley Ave to Clover Ave due to accident.,11127, National Blvd,R,Los Angeles,Los Angeles,CA,90064-4029,US,US/Pacific,KSMO,16/06/2021 15:51,72,72,68,29.63,10,SW,9,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-753335,2,17/09/2021 16:50,17/09/2021 17:19,34.024933,-118.434113,34.027365,-118.428645,0.355,Slow traffic from S Barrington Ave (National Blvd) to I-10/Overland Ave (National Blvd) due to accident.,2900, Butler Ave,L,Los Angeles,Los Angeles,CA,90066,US,US/Pacific,KSMO,17/09/2021 16:51,67,67,68,29.8,10,WSW,10,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-753502,2,13/08/2021 19:16,13/08/2021 19:42,33.960011,-118.28442,33.960026,-118.278259,0.353,Slow traffic from S Hoover St (Manchester Ave) to S Main St (Manchester Ave) due to accident.,582, W Manchester Ave,L,Los Angeles,Los Angeles,CA,90044-5746,US,US/Pacific,KHHR,13/08/2021 18:53,73,73,66,29.95,10,W,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-753876,2,21/05/2021 06:29,21/05/2021 19:44,34.147286,-118.279359,34.078568,-118.220034,5.836,Slow traffic on Golden State Fwy S - I-5 S from Zoo Dr (I-5) to CA-110/Pasadena Fwy (I-5) due to accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90027,US,US/Pacific,KCQT,21/05/2021 06:52,58,58,67,29.73,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-754300,2,14/04/2021 10:40,14/04/2021 19:05,34.048105,-118.448054,34.047104,-118.446259,0.124,Slow traffic on CA-2 from Santa Monica Blvd (CA-2) exit [55A] to I-405 N due to accident.,,I-405 S,R,Los Angeles,Los Angeles,CA,90025,US,US/Pacific,KSMO,14/04/2021 10:51,58,58,62,29.82,10,WSW,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-754839,2,08/12/2021 07:40,08/12/2021 09:45,33.928505,-118.239175,33.926427,-118.239149,0.144,Stationary traffic from E 108th St/Santa Ana Blvd N (Wilmington Ave) to El Segundo Blvd (S Wilmington Ave) due to accident.,11653, Wilmington Ave,R,Los Angeles,Los Angeles,CA,90059-2540,US,US/Pacific,KHHR,08/12/2021 07:53,55,55,83,29.99,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-755300,2,27/11/2021 14:02,27/11/2021 16:27,33.9674,-118.238632,33.967406,-118.238922,0.017,Accident from Alameda St (Nadeau St) to Compton Ave (Nadeau St).,1906, Nadeau St,R,Los Angeles,Los Angeles,CA,90001-3502,US,US/Pacific,KCQT,27/11/2021 13:52,77,77,12,29.83,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-755301,2,16/07/2021 17:57,16/07/2021 20:36,33.967388,-118.237714,33.967387,-118.237954,0.014,Accident from Alameda St (Nadeau St) to Compton Ave (Nadeau St).,1925, Nadeau St,L,Los Angeles,Los Angeles,CA,90001-3501,US,US/Pacific,KCQT,16/07/2021 17:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-757022,2,12/07/2021 07:10,12/07/2021 18:29,34.064689,-118.25114,34.052117,-118.224693,1.745,Slow traffic on Santa Ana Fwy S - US-101 S from Echo Park Ave (US-101) to Mission Rd (US-101) due to accident.,,Hollywood Fwy S,R,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,12/07/2021 06:52,70,70,76,29.69,9,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-757457,2,06/09/2021 12:01,06/09/2021 14:07,33.988491,-118.256443,33.990096,-118.256446,0.111,Slow traffic from E Gage Ave (Central Ave) to E Vernon Ave (S Central Ave) due to accident.,5850, S Central Ave,L,Los Angeles,Los Angeles,CA,90001-1148,US,US/Pacific,KCQT,06/09/2021 11:52,83,83,49,29.72,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-757618,2,24/06/2021 12:56,24/06/2021 18:54,34.055294,-118.19282,34.068894,-118.149849,2.633,Slow traffic on San Bernardino Fwy E - I-10 E from Soto St (I-10) to Fremont Ave (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,24/06/2021 12:52,72,72,57,29.81,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-757885,2,03/12/2021 15:08,03/12/2021 18:41,33.987573,-118.364719,33.992482,-118.358745,0.482,Slow traffic from La Tijera Blvd to Northridge Dr due to accident.,5800, La Tijera Blvd,L,Los Angeles,Los Angeles,CA,90056-1709,US,US/Pacific,KLAX,03/12/2021 14:53,59,59,69,29.92,7,WSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-758169,2,19/07/2021 08:40,19/07/2021 09:16,34.001118,-118.412766,34.004655,-118.409836,0.296,Stationary traffic from S Centinela Ave (Culver Blvd) to Overland Ave (Culver Blvd) due to accident.,11378, Culver Blvd,L,Los Angeles,Los Angeles,CA,90066-6088,US,US/Pacific,KSMO,19/07/2021 08:51,73,73,71,29.85,10,S,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-759974,2,21/06/2021 16:13,21/06/2021 19:13,34.012745,-118.159393,34.010248,-118.159786,0.174,Slow traffic from Union Pacific Ave to I-5 N due to accident.,1378, S Atlantic Blvd,L,Los Angeles,Los Angeles,CA,90022-5016,US,US/Pacific,KCQT,21/06/2021 15:52,75,75,57,29.74,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-759978,2,14/10/2021 14:16,14/10/2021 19:37,34.033714,-118.221828,34.038476,-118.274265,3.02,Stationary traffic on I-10 W - Santa Monica Fwy W from I-5/US-101 (I-10) to Hoover St (I-10) due to accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,14/10/2021 13:52,74,74,32,29.77,10,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-760562,2,03/11/2021 07:49,03/11/2021 09:55,34.009041,-118.30891,34.010857,-118.310441,0.153,Stationary traffic from W 41st Dr to S Saint Andrews Pl due to accident.,4118, S Western Ave,R,Los Angeles,Los Angeles,CA,90062-1636,US,US/Pacific,KCQT,03/11/2021 07:52,57,57,93,29.88,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-760996,2,04/10/2021 17:14,04/10/2021 20:54,34.029766,-118.434195,34.026413,-118.431066,0.293,Slow traffic from I-10 E to I-405 S due to accident.,,Sawtelle Blvd,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,04/10/2021 17:11,68,68,93,29.72,10,NW,7,0.15,Heavy T-Storm,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-761792,2,10/06/2021 15:40,10/06/2021 16:59,33.930891,-118.310981,33.929958,-118.309128,0.124,Slow traffic from S Saint Andrews Pl to I-105 W due to accident.,1888, W Imperial Hwy,L,Los Angeles,Los Angeles,CA,90047-5020,US,US/Pacific,KHHR,10/06/2021 15:53,72,72,33,29.96,10,W,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-761801,2,19/10/2021 16:54,19/10/2021 19:20,33.961572,-118.23189,33.95741,-118.229918,0.309,Slow traffic from E 83rd St to Calden Ave due to accident.,8446, S Alameda St,L,Los Angeles,Los Angeles,CA,90001-4112,US,US/Pacific,KCQT,19/10/2021 16:52,65,65,61,29.77,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-761831,2,24/07/2021 10:06,24/07/2021 16:55,33.989915,-118.280173,34.01624,-118.28035,1.819,Slow traffic on I-110 N - Harbor Fwy N from Slauson Ave (I-110) to 37th St (I-110) due to accident.,,Harbor Fwy N,R,Los Angeles,Los Angeles,CA,90037,US,US/Pacific,KCQT,24/07/2021 09:57,76,76,64,29.81,7,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-761848,2,05/11/2021 09:43,05/11/2021 11:58,34.051041,-118.222075,34.051339,-118.222169,0.021,Accident from US-101/Kearney St (Pleasant Ave) to E Cesar E Chavez Ave (Pleasant Ave).,1400, Pleasant Ave,R,Los Angeles,Los Angeles,CA,90033-2331,US,US/Pacific,KCQT,05/11/2021 09:52,63,63,78,29.78,2,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-763699,2,01/09/2021 17:41,01/09/2021 20:06,34.023244,-118.170837,34.0245,-118.173973,0.199,Stationary traffic on CA-72 from S Duncan Ave to Hubbard St due to accident.,4498, Whittier Blvd,R,Los Angeles,Los Angeles,CA,90022-1534,US,US/Pacific,KCQT,01/09/2021 17:52,74,74,62,29.63,10,VAR,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-764546,2,24/07/2021 18:39,24/07/2021 20:59,34.029302,-118.18477,34.030275,-118.187386,0.164,Accident from S Gage Ave to S Rowan Ave.,3900, E 5th St,R,Los Angeles,Los Angeles,CA,90063-1505,US,US/Pacific,KCQT,24/07/2021 18:52,73,73,66,29.73,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-764842,2,04/04/2021 09:47,04/04/2021 21:09,34.050089,-118.262836,34.060493,-118.25086,0.993,Slow traffic on CA-110 N - Harbor Fwy N from exit [21] to exit [24A] due to accident.,,CA-110 S,R,Los Angeles,Los Angeles,CA,90017,US,US/Pacific,KCQT,04/04/2021 09:52,67,67,51,29.87,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-764984,2,04/11/2021 08:23,04/11/2021 09:44,34.032582,-118.262653,34.032777,-118.262981,0.023,Incident on W 17TH ST near S MAIN ST Drive with caution.,,E 17th St,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,04/11/2021 08:30,59,59,87,29.83,2,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-765299,2,07/12/2021 15:17,07/12/2021 17:37,33.962262,-118.232044,33.95741,-118.229918,0.357,Slow traffic from E 83rd St to Calden Ave due to accident.,8376, S Alameda St,L,Los Angeles,Los Angeles,CA,90001-4112,US,US/Pacific,KCQT,07/12/2021 14:52,63,63,63,29.75,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-766538,2,03/12/2021 07:47,03/12/2021 09:53,33.974403,-118.375078,33.971572,-118.378362,0.271,Slow traffic from S la Cienega Blvd (La Tijera Blvd) to I-405/San Diego Fwy (La Tijera Blvd) due to accident.,7039, La Tijera Blvd,R,Los Angeles,Los Angeles,CA,90045-2109,US,US/Pacific,KLAX,03/12/2021 07:53,56,56,80,30,4,NNW,5,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-766878,2,24/12/2021 08:04,24/12/2021 10:07,34.032865,-118.181508,34.034375,-118.177698,0.242,Accident on Downey Rd (CA-60) from I-710/Long Beach Fwy (CA-60) to CA-60 E - Pomona Fwy E.,,CA-60 E,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,24/12/2021 07:52,54,54,93,29.6,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-766909,2,19/10/2021 17:44,19/10/2021 20:26,33.961572,-118.23189,33.95741,-118.229918,0.309,Slow traffic from E 83rd St to Calden Ave due to accident.,8446, S Alameda St,L,Los Angeles,Los Angeles,CA,90001-4112,US,US/Pacific,KCQT,19/10/2021 17:52,63,63,65,29.77,10,W,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-767067,2,23/10/2021 10:12,23/10/2021 12:29,34.020678,-118.190253,34.020684,-118.189852,0.023,Accident from I-5 N / S Indiana St to S Ditman Ave.,3937, Dennison St,L,Los Angeles,Los Angeles,CA,90023-2444,US,US/Pacific,KCQT,23/10/2021 09:52,63,63,81,29.72,4,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-767094,2,24/08/2021 08:23,24/08/2021 09:04,33.902503,-118.260385,33.901444,-118.265321,0.292,Stationary traffic from W Rosecrans Ave / S Cahita Ave to E Compton Blvd due to accident.,2916, E Rosecrans Ave,L,Los Angeles,Los Angeles,CA,90059,US,US/Pacific,KHHR,24/08/2021 08:53,69,69,70,29.87,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-771578,2,05/12/2021 16:18,05/12/2021 18:27,34.001641,-118.291541,34.003675,-118.290975,0.144,Stationary traffic from W 46th St to Menlo Ave due to accident.,999, W 46th St,R,Los Angeles,Los Angeles,CA,90037-3003,US,US/Pacific,KCQT,05/12/2021 15:52,62,62,67,29.82,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-771745,2,26/05/2021 16:58,26/05/2021 17:28,34.043561,-118.376604,34.037276,-118.377438,0.437,Stationary traffic from W Pico Blvd (La Cienega Blvd) to I-10 (La Cienega Blvd) due to accident.,1841, S La Cienega Blvd,R,Los Angeles,Los Angeles,CA,90035-4603,US,US/Pacific,KSMO,26/05/2021 16:51,66,66,70,29.83,10,WSW,8,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-772555,2,07/10/2021 14:46,07/10/2021 17:18,34.03462,-118.173563,34.033225,-118.172461,0.115,Stationary traffic from CA-60 E to I-710 S due to accident.,,S Eastern Ave,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,07/10/2021 14:52,69,69,70,29.8,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-772643,2,03/12/2021 15:08,03/12/2021 18:49,33.987543,-118.36358,33.988875,-118.351788,0.682,Slow traffic from S la Cienega Blvd (Slauson Ave) to Crenshaw Blvd (Slauson Ave) due to accident.,4950, W Slauson Ave,L,Los Angeles,Los Angeles,CA,90056-1639,US,US/Pacific,KLAX,03/12/2021 14:53,59,59,69,29.92,7,WSW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-775335,2,26/12/2021 14:58,26/12/2021 17:05,34.006102,-118.155123,33.995595,-118.145407,0.915,Accident on Atlantic Blvd/Eastern Ave (I-5) from Washington Blvd (I-5) to Santa Ana Fwy S - I-5 S.,,I-5 S,R,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,26/12/2021 14:52,57,57,51,29.83,10,WSW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-775434,2,17/11/2021 06:32,17/11/2021 10:17,34.024681,-118.204046,33.957742,-118.111717,7.026,Slow traffic on Santa Ana Fwy S - I-5 S from Grande Vista Ave/Exit 132B (I-5) to CA-19/Lakewood Blvd (I-5) due to accident.,,I-5 S,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,17/11/2021 06:52,,,,,0.75,,,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-776421,2,27/07/2021 12:44,27/07/2021 14:47,34.039061,-118.300317,34.036936,-118.300374,0.147,Stationary traffic from Venice Blvd (S Normandie Ave) to I-10/Santa Monica Fwy (S Normandie Ave) due to accident.,1900, Cordova St,L,Los Angeles,Los Angeles,CA,90018-1606,US,US/Pacific,KCQT,27/07/2021 12:52,76,76,64,29.78,9,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-776885,2,17/12/2021 10:36,17/12/2021 21:25,34.050277,-118.214107,33.94683,-118.100483,9.667,Stationary traffic on Golden State Fwy S - Santa Ana Fwy S - I-10 W - I-5 S from I-10 (North)/I-5 (I-10/I-5) to I-605 (I-5) due to accident.,,Golden State Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,17/12/2021 10:52,58,58,51,29.93,10,E,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-777018,2,01/12/2021 07:33,01/12/2021 10:25,33.989314,-118.258527,33.989344,-118.255823,0.155,Slow traffic from Avalon Blvd (Slauson Ave) to S Alameda St (Slauson Ave) due to accident.,948, E Slauson Ave,R,Los Angeles,Los Angeles,CA,90011-5240,US,US/Pacific,KCQT,01/12/2021 07:36,51,51,96,29.89,0,CALM,0,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-777019,2,07/08/2021 12:45,07/08/2021 14:50,33.989246,-118.267909,33.989253,-118.263661,0.243,Slow traffic from S Main St (Slauson Ave) to S Central Ave (Slauson Ave) due to accident.,378, E Slauson Ave,R,Los Angeles,Los Angeles,CA,90011-5341,US,US/Pacific,KCQT,07/08/2021 12:52,80,80,52,29.72,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-777442,2,01/12/2021 16:42,01/12/2021 20:42,33.993598,-118.17638,33.972958,-118.16803,1.504,Accident on Atlantic Blvd/Bandini Blvd (I-710) from Florence Ave (I-710) to I-710 S - Long Beach Fwy S.,,I-710 S,R,Los Angeles,Los Angeles,CA,90058,US,US/Pacific,KCQT,01/12/2021 16:52,58,58,84,29.85,2,WSW,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-777792,2,05/11/2021 14:34,05/11/2021 17:34,34.044678,-118.22116,34.026471,-118.208682,1.447,Slow traffic on Santa Ana Fwy S - US-101 S from 1st St/Exit 1B (US-101) to I-5/CA-60 (US-101) due to accident.,,Santa Ana Fwy S,R,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,05/11/2021 14:52,69,69,63,29.73,4,VAR,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-778085,2,31/07/2021 18:12,31/07/2021 18:48,33.960141,-118.231589,33.957022,-118.230893,0.219,Slow traffic from Nadeau St (Alameda St) to E 103rd St (Alameda St) due to accident.,8599, S Alameda St,R,Los Angeles,Los Angeles,CA,90001,US,US/Pacific,KCQT,31/07/2021 17:52,74,74,59,29.77,9,VAR,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-778157,2,24/08/2021 13:16,24/08/2021 17:49,34.025129,-118.276039,34.000688,-118.281065,1.713,Slow traffic on I-110 S - Harbor Fwy S from 28th St (I-110) to 51st St (I-110) due to accident.,,Harbor Fwy S,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,24/08/2021 12:52,77,77,54,29.72,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-778448,2,25/08/2021 07:34,25/08/2021 10:03,34.036089,-118.321251,34.03671,-118.27054,2.904,Slow traffic on Santa Monica Fwy E - I-10 E from Crenshaw Blvd (I-10) to Grand Ave (I-10) due to accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90018,US,US/Pacific,KCQT,25/08/2021 07:52,67,67,81,29.75,8,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
